sentence,likelihood
I could do that.,-13.21875
"Yeah, bro.",-13.21875
Is.,-13.21875
Why do you look like that?,-13.21875
"Hey, come on.",-13.21875
Alice!,-13.21875
Do you have it?,-13.21875
Sara!,-13.21875
You know what would be good?,-13.21875
Not today.,-13.21875
I'm broke.,-13.21875
Still?,-13.21875
It's perfect.,-13.21875
Did you see that guy?,-13.2197265625
What do you think of me?,-13.2197265625
"No, not like that.",-13.220703125
What are you going to get?,-13.220703125
What the f**k?,-13.221923828125
This is fun.,-13.22265625
"You're kidding me, right?",-13.22265625
I swear to God.,-13.22265625
Waah!,-13.22265625
You shall not pass!,-13.22265625
That's racist!,-13.22265625
"Look, dude.",-13.22265625
What's your favorite food?,-13.22265625
What do you have in mind?,-13.2236328125
There it is!,-13.2236328125
"Ooh, what's that?",-13.224609375
"Hey, what's for dinner?",-13.224609375
"Hey, I have an idea.",-13.224609375
"It's not me, it's you.",-13.224609375
Do you have a girlfriend?,-13.2265625
I'm over it.,-13.2265625
"Hey, Bob.",-13.2265625
Why's that?,-13.2265625
Kill me.,-13.2265625
"Oh, you guys!",-13.2265625
That was fun.,-13.2265625
"You go, girl!",-13.2265625
Can I have a cookie?,-13.2265625
"Oh, why?",-13.2265625
Get off of me!,-13.2265625
I'm a professional.,-13.2265625
F**k!,-13.2275390625
"Don't worry, baby.",-13.2288818359375
Don't do drugs.,-13.2288818359375
Which one do you want?,-13.2294921875
It's not worth it.,-13.23046875
This is impossible.,-13.23046875
"You know what, honey?",-13.23046875
This is incredible.,-13.23046875
"Mom, I hate you.",-13.23046875
Let's eat.,-13.23046875
"Whoa, what's that?",-13.23046875
Let me tell you something.,-13.231689453125
I don't see what the big deal is.,-13.232421875
What did you write?,-13.232421875
Happy New Year!,-13.233154296875
Over there.,-13.234375
Idiot!,-13.234375
I'm done with this.,-13.234375
Ah ha!,-13.234375
Get lost!,-13.234375
It's not that easy.,-13.234375
Scared?,-13.234375
Diana!,-13.234375
You're sick.,-13.234375
I'm your girlfriend.,-13.234375
What book?,-13.234375
I'm not feeling well.,-13.234375
Boring!,-13.234375
I hate this song.,-13.234375
Eeee!,-13.234375
Where are my glasses?,-13.234375
Language!,-13.234375
Four?,-13.234375
Chicken!,-13.234375
I hate school.,-13.234375
Why didn't you call?,-13.2349853515625
I can't talk to you right now.,-13.235626220703125
Are you comfortable?,-13.23583984375
Don't you remember me?,-13.2366943359375
Aren't you going?,-13.2371826171875
I have to go to the bathroom.,-13.23828125
Is that right?,-13.23828125
That's a good question.,-13.23828125
"Whoa, what's this?",-13.23828125
This is so boring.,-13.23828125
"OK, good.",-13.23828125
"Gee, I don't know.",-13.2388916015625
"Hey, check it out.",-13.240234375
I just don't know what to do.,-13.2412109375
"Thank you, thank you.",-13.242095947265625
Do you understand?,-13.2421875
I'm so stressed.,-13.2421875
Stop the car!,-13.2421875
What's the plan?,-13.2421875
"Yeah, thanks.",-13.2421875
I'm so sick.,-13.2421875
"I'm sorry, guys.",-13.2421875
"Oh, I love that.",-13.2421875
Are we friends?,-13.2421875
Where's Daddy?,-13.2421875
I'm so skinny!,-13.2421875
Are you good?,-13.24365234375
"It's okay, it's okay.",-13.244140625
"Hey, what are you doing tonight?",-13.244140625
For reals?,-13.245361328125
That's pretty cool.,-13.24609375
This is normal.,-13.24609375
Can I borrow some money?,-13.24609375
How was school today?,-13.24609375
This is absurd.,-13.24609375
I'll make you a deal.,-13.24609375
What's your job?,-13.24609375
"Okay, thanks.",-13.2470703125
"Well, maybe.",-13.2470703125
"Well, how do you know?",-13.2490234375
I'm not eating that.,-13.25
F.,-13.25
Molly!,-13.25
What are we gonna do now?,-13.25
What is this about?,-13.25
Whut?,-13.25
Good girl!,-13.25
Heya!,-13.25
Leo!,-13.25
"No, she's not.",-13.25
Is it good?,-13.25
U.,-13.25
Actually.,-13.25
But Daddy!,-13.25
What are we eating?,-13.25
So cute!,-13.25
You mean it?,-13.25
Do you have any money?,-13.25
"What are you doing, Mom?",-13.25146484375
You're absolutely right.,-13.251953125
I can't deal with this.,-13.251953125
Of course I am.,-13.25244140625
That's so sweet!,-13.25390625
Mhmm.,-13.25390625
"Yeah, Mrs.",-13.254638671875
"Well, what about you?",-13.2548828125
"Well, what about me?",-13.2548828125
"What's wrong, sweetie?",-13.2554931640625
So let me get this straight.,-13.2567138671875
Goddamn!,-13.2568359375
"No, that's fine.",-13.2568359375
Don't you recognize me?,-13.2572021484375
I'm 20 years old.,-13.257568359375
You see that?,-13.2578125
I've tried everything.,-13.2578125
Where's your coat?,-13.2578125
Rude!,-13.2578125
What about now?,-13.2578125
Not my problem.,-13.2578125
Where do I go?,-13.2578125
How about now?,-13.2578125
Is he dead?,-13.2578125
Can I use your phone?,-13.2578125
"See, Mom?",-13.2578125
"Yeah, really?",-13.2578125
"Thanks, guys.",-13.2578125
You look nice.,-13.2578125
Oh my gods!,-13.2578125
I had a dream.,-13.2578125
"No, I'm not doing that.",-13.2578125
Where'd you get that shirt?,-13.2587890625
"No, don't worry about it.",-13.25921630859375
If Mr.,-13.2607421875
Isn't it beautiful?,-13.26104736328125
Why didn't you tell me about this?,-13.2613525390625
That's gross!,-13.26171875
That's all right.,-13.26171875
Why are you even here?,-13.26171875
I don't even know you.,-13.26171875
Can you come here?,-13.26171875
This is your life.,-13.26171875
I don't see anything.,-13.26171875
Fair enough.,-13.2626953125
Are you looking at me?,-13.26318359375
What are you holding?,-13.26318359375
Give me a minute.,-13.263671875
I'm going to go.,-13.26416015625
I'm going to sleep.,-13.26416015625
Why wouldn't you?,-13.264434814453125
I feel sick.,-13.265625
I lied.,-13.265625
I won!,-13.265625
I live here.,-13.265625
Hush!,-13.265625
I agree.,-13.265625
What did you call me?,-13.265625
Mister!,-13.265625
Just wait.,-13.265625
"What, no?",-13.265625
I'm a doctor.,-13.265625
I trust you.,-13.265625
What are they saying?,-13.265625
Watch out!,-13.265625
"Oh, you don't know?",-13.26580810546875
"Really, Mr.",-13.2666015625
You're going to die.,-13.2666015625
"Well, what can I do?",-13.2685546875
Can I take a picture?,-13.26953125
Do I look okay?,-13.26953125
I'll see what I can do.,-13.270263671875
Why haven't you called me?,-13.2703857421875
Hallelujah!,-13.270538330078125
What are you crying about?,-13.27099609375
Why aren't you talking?,-13.271026611328125
"Oh, it doesn't matter.",-13.27117919921875
"Okay, Ms.",-13.271484375
"Hey, wait a second.",-13.271484375
I have something to tell you.,-13.2716064453125
Aren't you nervous?,-13.2723388671875
I can't take this anymore.,-13.2724609375
What color do you want?,-13.27294921875
Why won't you marry me?,-13.27325439453125
"Oh, uh.",-13.2734375
Here we go.,-13.2734375
What else is there?,-13.2734375
Kayla!,-13.2734375
"I'm sorry, I'm sorry.",-13.2734375
I'm not gonna do that.,-13.2734375
Wooooo!,-13.2734375
I'm nervous.,-13.2734375
I'm stuck.,-13.2734375
I'm ready to go.,-13.2734375
"Mom, calm down.",-13.27392578125
I didn't do that.,-13.27532958984375
"Mom, it's OK.",-13.275390625
You know what I want to do?,-13.275390625
"No, I don't want to do that.",-13.2762451171875
I can't believe this is happening.,-13.2763671875
Do you have any kids?,-13.27734375
This is so exciting!,-13.27734375
I don't eat meat.,-13.27734375
"Well, listen.",-13.2783203125
Nailed it!,-13.2783203125
Are you alone?,-13.27880859375
I'm not that kind of girl.,-13.279388427734375
I'm going to school.,-13.27978515625
Psssst!,-13.28125
I like this one.,-13.28125
8.,-13.28125
I want.,-13.28125
I was raped.,-13.28125
Do you have the time?,-13.28125
You win.,-13.28125
"Hey, Dave.",-13.28125
But what about me?,-13.28125
I know what I want.,-13.28125
What the crap?,-13.28125
Sit.,-13.28125
What's better?,-13.28125
Tiffany!,-13.28125
You know what would be nice?,-13.28125
Did I do that?,-13.28125
Tori!,-13.28125
Be cool.,-13.28125
Woh!,-13.28125
I made a mistake.,-13.28125
Ash!,-13.28125
Is this good?,-13.28125
Paris?,-13.28125
Cut!,-13.28125
Sasha!,-13.28125
The.,-13.28125
"Oh, I love it.",-13.28125
Can I call you?,-13.2822265625
"Hey, what are you guys doing?",-13.283203125
Cheer up!,-13.283203125
Don't touch my hair.,-13.2835693359375
How much did it cost?,-13.28466796875
"It's okay, honey.",-13.28515625
Where's my stuff?,-13.28515625
Let's go home.,-13.28515625
Are you going to finish that?,-13.28564453125
I'll talk to you later.,-13.287109375
"Come on, you can do it!",-13.287109375
Do you really want to do this?,-13.287109375
I don't want to get married.,-13.287109375
"Yeah, duh.",-13.288330078125
What the heck is wrong with you?,-13.288818359375
Squee!,-13.2890625
"Oh, that?",-13.2890625
It's bad.,-13.2890625
With what?,-13.2890625
You're funny.,-13.2890625
We're friends.,-13.2890625
What's happening here?,-13.2890625
"You know, Mom.",-13.2890625
I'm in.,-13.2890625
What do I look like?,-13.28955078125
Are you a witch?,-13.29052734375
"Oh, shut up.",-13.29150390625
"Honey, what are you doing?",-13.2919921875
I don't feel well.,-13.29296875
Do you hate me?,-13.29296875
Let's go out!,-13.29296875
Happy birthday to you!,-13.29296875
What year is this?,-13.29296875
Why are you sitting there?,-13.29296875
Where's my book?,-13.29296875
Where we going?,-13.29296875
This is really cool.,-13.29296875
What do you want to know?,-13.2939453125
Are you sure you want this?,-13.29443359375
Can I help you find anything?,-13.29443359375
Are you a teacher?,-13.29443359375
I don't want to do this anymore.,-13.294921875
What am I missing?,-13.29534912109375
"Oh, go ahead.",-13.296875
Are we done?,-13.296875
My eyes!,-13.296875
It's so cool!,-13.296875
What's the story?,-13.296875
Where's mom?,-13.296875
Ken!,-13.296875
I'm 12.,-13.296875
What's.,-13.296875
You stupid!,-13.296875
What does it say?,-13.296875
"Oh, I understand.",-13.296875
What kind?,-13.296875
This is what I want to do.,-13.296875
Not yet.,-13.296875
"Oh, I'm so excited!",-13.296875
Where are your friends?,-13.296875
Woof!,-13.296875
What is wrong?,-13.296875
Dang it!,-13.296875
Why do you care so much?,-13.29833984375
What does he look like?,-13.29864501953125
I'm mad at you.,-13.298828125
Shut the front door!,-13.2989501953125
I think I might be pregnant.,-13.30078125
Can you believe this guy?,-13.30078125
"You know what, Dad?",-13.30078125
This is my job.,-13.30078125
How long have you been doing this?,-13.302734375
Alyssa!,-13.302734375
"Wait, who are you?",-13.3037109375
"You don't get it, do you?",-13.304290771484375
"Like, wow!",-13.3046875
I'm really busy.,-13.3046875
Justin Bieber!,-13.3046875
Nonsense!,-13.3046875
"Wait, what are you doing?",-13.3046875
You cut your hair?,-13.3046875
"Oh, look at me.",-13.3046875
I'm very sorry.,-13.3046875
Get in here!,-13.3046875
Vegan?,-13.3046875
Why can't I get pregnant?,-13.305908203125
I don't think that's a good idea.,-13.306640625
Compared to what?,-13.306640625
Don't forget!,-13.3070068359375
Of course I do.,-13.30712890625
Of course you can!,-13.30712890625
What kind of a name is that?,-13.30792236328125
What's wrong with your hair?,-13.30859375
Where's your phone?,-13.30859375
Why do you want to do this?,-13.30859375
Come on over!,-13.30859375
Can you do that?,-13.30859375
Why are you standing there?,-13.30859375
"Yo, yo.",-13.30859375
You don't want to do that.,-13.308837890625
We don't know.,-13.31005859375
Hungry?,-13.310546875
Give me your phone.,-13.310546875
Sign me up!,-13.310546875
"Dad, what's wrong?",-13.310546875
How am I supposed to know?,-13.311065673828125
"No, I don't know.",-13.3114013671875
Yippee!,-13.3115234375
Who does that?,-13.3125
Good Lord!,-13.3125
"Hey, come here.",-13.3125
Seven?,-13.3125
Richard!,-13.3125
I like that.,-13.3125
"Oh, stop it!",-13.3125
You look familiar.,-13.3125
I'm smart.,-13.3125
Bobby!,-13.3125
Can you pass the salt?,-13.3125
How can I do that?,-13.3125
Family?,-13.3125
Gary!,-13.3125
You do that.,-13.3125
I have to pee.,-13.3125
You see this?,-13.3125
Ummmmm.,-13.3125
Breakfast?,-13.3125
Sgt.,-13.31298828125
Are you guys okay?,-13.31396484375
You just don't understand.,-13.31427001953125
When's the wedding?,-13.31640625
"Oh, that's right.",-13.31640625
I don't know what's wrong.,-13.31640625
This is hard.,-13.31640625
Do you want a drink?,-13.31640625
Why is he doing this?,-13.31640625
"Mom, you're crazy.",-13.31640625
That's enough.,-13.31640625
"What, are you kidding?",-13.31640625
I'm 16 years old.,-13.3172607421875
What do you need help with?,-13.3173828125
Can I call you later?,-13.3173828125
"No, what are you talking about?",-13.317626953125
"Hi, it's me.",-13.317626953125
Oh yea!,-13.318359375
You scared me!,-13.318359375
"Don't worry, guys.",-13.3187255859375
But Dr.,-13.31884765625
"No, that's not it.",-13.3193359375
What are you gonna do now?,-13.31982421875
If you say so.,-13.3203125
"Oh, look at that.",-13.3203125
What is this crap?,-13.3203125
What color is this?,-13.3203125
"Yeah, guys.",-13.3203125
"Yeah, and?",-13.3203125
What happened to your arm?,-13.3203125
Do we have to?,-13.3203125
I have to do this.,-13.3203125
I'm mad.,-13.3203125
Who are you guys?,-13.3203125
I'll meet you there.,-13.3203125
I'm a lady.,-13.3203125
You're white.,-13.3203125
"Hi, nice to meet you.",-13.3206787109375
Does this make my butt look big?,-13.321533203125
"Oh, I can't.",-13.322265625
How do you want to do this?,-13.322265625
Don't bother me.,-13.3226318359375
When are you going to get a job?,-13.3232421875
"Well, why don't you?",-13.32342529296875
"What's up, Mom?",-13.32421875
Do you want something to drink?,-13.32421875
I don't understand this.,-13.32421875
"Oh, that's it?",-13.32421875
Do you want to eat?,-13.32421875
"OK, guys.",-13.32421875
Hit me!,-13.32421875
"Well, I'm not sure.",-13.3251953125
"Okay, well.",-13.3251953125
You have got to be kidding.,-13.32568359375
I'm going to kill myself.,-13.32666015625
"No, it's OK.",-13.3271484375
"Mommy, how old are you?",-13.32763671875
Blue?,-13.328125
How's school?,-13.328125
"Cool, thanks.",-13.328125
Tell the truth.,-13.328125
"Bye, Mom!",-13.328125
Cake?,-13.328125
You look so good!,-13.328125
Morgan!,-13.328125
Attention!,-13.328125
It's really simple.,-13.328125
"Oh, geez.",-13.328125
"I love you, Mommy.",-13.328125
I got a job!,-13.328125
"Nah, man.",-13.330078125
"Girl, what's wrong with you?",-13.33056640625
What size are you?,-13.3310546875
Will it hurt?,-13.33203125
"Uhh, yeah.",-13.33203125
What's going to happen?,-13.33203125
What's my favorite color?,-13.33203125
"Seriously, Mom?",-13.33203125
What does it look like?,-13.33270263671875
Are you American?,-13.33349609375
Why are you talking to me like that?,-13.333984375
Hey y'all!,-13.333984375
I'm not mad at you.,-13.333984375
Don't lie to me.,-13.3343505859375
Who the hell do you think you are?,-13.3348388671875
"Well, here I am.",-13.3349609375
Isn't that awesome?,-13.33526611328125
I'm not sure about this.,-13.3359375
Timmy!,-13.3359375
Ello!,-13.3359375
N-no!,-13.3359375
Mooooom!,-13.3359375
What was that for?,-13.3359375
I love this dress!,-13.3359375
Paige!,-13.3359375
I've got an idea.,-13.3359375
I'm not gonna do it.,-13.3359375
You're not going?,-13.3359375
Do you have anything?,-13.3359375
What am I supposed to say?,-13.336822509765625
Are you dead?,-13.33740234375
Don't you worry.,-13.3382568359375
"Yeah, I don't care.",-13.338623046875
"Dude, come on.",-13.33984375
"Wow, yeah.",-13.33984375
Why does that matter?,-13.33984375
This is not good.,-13.33984375
Can you not?,-13.33984375
Do you want to play?,-13.33984375
Do you think so?,-13.33984375
What's your favorite number?,-13.33984375
"Mom, I'm so sorry.",-13.33984375
Do you trust me?,-13.33984375
This is dumb.,-13.33984375
How'd you know that?,-13.33984375
"Hey, where you been?",-13.33984375
That's adorable!,-13.33984375
Why are you picking on me?,-13.33984375
"Well, I'll tell you what.",-13.340087890625
"Girl, what?",-13.3408203125
"What are you doing, Mr.",-13.342041015625
9.,-13.34375
More?,-13.34375
Tch.,-13.34375
You're a woman.,-13.34375
Six?,-13.34375
"Alright, cool.",-13.34375
Oh goodie!,-13.34375
Jon!,-13.34375
Whaaaaaa?,-13.34375
Father!,-13.34375
Can I try?,-13.34375
Dani!,-13.34375
If.,-13.34375
Tell me everything.,-13.34375
"No, you go first.",-13.34375
Ian!,-13.34375
Take that!,-13.34375
6.,-13.34375
Sushi?,-13.34375
Just kidding!,-13.34375
Who did this?,-13.34375
Henry!,-13.34375
Wonderful!,-13.34375
Guy!,-13.34375
See you tomorrow!,-13.34375
Take this.,-13.34375
We.,-13.34375
Sixteen?,-13.34375
You are so lucky.,-13.34375
I need a job.,-13.34375
I'm not your girlfriend.,-13.34375
I am so tired.,-13.34375
My mom!,-13.34375
"Well, that's fine.",-13.3447265625
Why don't you want to go?,-13.345611572265625
The sky is blue.,-13.345703125
Get your hands off me!,-13.345703125
That's wrong.,-13.34765625
I don't need to do that.,-13.34765625
This is embarrassing.,-13.34765625
This is really hard.,-13.34765625
"No, sir.",-13.34765625
That's beautiful.,-13.34765625
Why are you being like this?,-13.34765625
He's cute.,-13.34765625
I thought we were friends.,-13.34765625
Are you feeling better?,-13.34912109375
How are you going to do this?,-13.34912109375
Are you in pain?,-13.34912109375
I don't want to go home.,-13.349609375
Breathe.,-13.350250244140625
I'm not even mad.,-13.3515625
"Oh, Daddy!",-13.3515625
Get over yourself.,-13.3515625
Not bad.,-13.3515625
"Hey, Sam.",-13.3515625
It's so funny.,-13.3515625
"Hey, Jack.",-13.3515625
You fools!,-13.3515625
It's impossible.,-13.3515625
It'll be fun!,-13.3515625
What the hell's that?,-13.3515625
"Well, what do you have?",-13.3515625
"What, Mr.",-13.352783203125
Happy Mother's Day!,-13.35302734375
I don't love you anymore.,-13.353515625
I don't want to go to school.,-13.353515625
"Um, really?",-13.3544921875
"Mom, I don't want to go.",-13.3551025390625
Let's play!,-13.35546875
What's for dessert?,-13.35546875
I don't care what you want.,-13.35546875
This is important.,-13.35546875
What are they doing here?,-13.35546875
I don't like him.,-13.35546875
Do you want to come?,-13.35546875
Can I say something?,-13.35546875
Your place or mine?,-13.355712890625
Don't hurt me!,-13.3558349609375
Are you being sarcastic?,-13.356277465820312
Can I interview you?,-13.3564453125
You talking to me?,-13.357177734375
"Oh, I didn't know.",-13.3583984375
"Uh, duh.",-13.3583984375
I can't walk.,-13.3583984375
Stop crying.,-13.359375
Do you have a job?,-13.359375
Moo!,-13.359375
Kill him!,-13.359375
Chad!,-13.359375
Peace!,-13.359375
I have to.,-13.359375
What's this book?,-13.359375
I love you more.,-13.359375
Do you like him?,-13.359375
Kurt!,-13.359375
Do you need some help?,-13.359375
What's that thing?,-13.359375
What song is that?,-13.359375
What do I wear?,-13.359375
"Well, that's great.",-13.3603515625
What went wrong?,-13.361328125
Don't tell me.,-13.3616943359375
I can't believe you're doing this.,-13.3623046875
"Honey, I love you.",-13.3623046875
When are you going to get married?,-13.3623046875
What's going on with your hair?,-13.362548828125
Don't you have something better to do?,-13.362579345703125
When are you coming home?,-13.36328125
"Whoa, wait.",-13.36328125
Why are you so skinny?,-13.36328125
"Hey, who's that?",-13.36328125
"Hey, what are you reading?",-13.365234375
Give me some money.,-13.365234375
"Oh my gosh, you guys.",-13.365234375
"Pick me, pick me!",-13.365966796875
"Okay, that makes sense.",-13.3662109375
"Daddy, what's that?",-13.3671875
Caroline!,-13.3671875
You kidding?,-13.3671875
Take it off!,-13.3671875
Is this OK?,-13.3671875
Get back here!,-13.3671875
I hope so.,-13.3671875
I'm gone.,-13.3671875
It's hot.,-13.3671875
What'd I do?,-13.3671875
You're rich.,-13.3671875
Do you care?,-13.3671875
Action!,-13.3671875
"Oh, who's that?",-13.3671875
I guess not.,-13.3671875
Get a room!,-13.3671875
"Sure, Mom.",-13.3671875
Do you need anything else?,-13.3671875
I'm gonna.,-13.3671875
I love this movie!,-13.3671875
Get me outta here!,-13.36767578125
"No, it's all right.",-13.3701171875
What do you think we should do?,-13.3701171875
"Hey, can I ask you a question?",-13.3701171875
Where the hell am I?,-13.371063232421875
Sorry I'm late.,-13.37109375
That's not me.,-13.37109375
This is really good.,-13.37109375
What's your favorite book?,-13.37109375
Shut.,-13.37109375
Says who?,-13.37109375
Come on out!,-13.37109375
Can I use your bathroom?,-13.37109375
I don't know what.,-13.37109375
Who are you calling fat?,-13.37109375
This is so fun!,-13.37109375
Yaaaaaay!,-13.37109375
Who's asking?,-13.37109375
Piss off.,-13.3720703125
"Well, sure.",-13.3720703125
"Other than that, Mrs.",-13.3720703125
Ain't nobody got time for that!,-13.37298583984375
"No way, no way.",-13.373046875
"Oh, are you okay?",-13.373046875
Where do you go?,-13.373046875
"Um, sure.",-13.3740234375
I can't find it.,-13.3740234375
You know what I mean?,-13.375
I'm British.,-13.375
S.,-13.375
Arrgh!,-13.375
"Oh, my bad.",-13.375
"Oh, what is it?",-13.375
"Oh, damn.",-13.375
You know him?,-13.375
Super!,-13.375
You got it.,-13.375
"No, you do it.",-13.375
Stay here.,-13.375
Is this.,-13.375
It was amazing!,-13.375
I'm Canadian.,-13.375
I don't know if I can do it.,-13.375
I get you.,-13.375
Noah!,-13.375
Na.,-13.375
My son!,-13.375
You're beautiful.,-13.375
What do you want to see?,-13.3759765625
Did you write this?,-13.3759765625
"Well, what would you do?",-13.3759765625
You can't tell me what to do!,-13.37646484375
"Yeah, I don't think so.",-13.377685546875
Why should I listen to you?,-13.378173828125
"Mom, where are you going?",-13.37890625
"Mom, I'm starving.",-13.37890625
"Whoa, okay.",-13.37890625
Bye guys!,-13.37890625
Is he cute?,-13.37890625
He's fine.,-13.37890625
"Ah, man.",-13.37890625
Why are you guys doing this?,-13.37890625
Heeeey!,-13.37890625
"Okay, that's it.",-13.3798828125
"Well, you know me.",-13.3798828125
What are y'all doing?,-13.380126953125
Why aren't you going?,-13.380401611328125
"Hey girl, what's up?",-13.380859375
"Hi, what's going on?",-13.38201904296875
What are we supposed to do?,-13.38250732421875
I don't care what anybody says.,-13.3828125
I think he likes me.,-13.3828125
"Hey, this is great.",-13.3828125
I'm crazy.,-13.3828125
I'm angry.,-13.3828125
I'm not getting married.,-13.3828125
See what I mean?,-13.3828125
"I love you, baby.",-13.3828125
Teehee!,-13.3828125
Sounds good.,-13.3828125
"Hey, yo!",-13.3828125
Oohh!,-13.3828125
Where should I go?,-13.3828125
You're done?,-13.3828125
Snakes?,-13.3828125
I'm not scared.,-13.3828125
I'm eighteen.,-13.3828125
It's crazy.,-13.3828125
It's not that hard.,-13.3828125
You're good.,-13.3828125
Just take it.,-13.3828125
It's snowing!,-13.383544921875
Aren't we all?,-13.3836669921875
What do you guys think?,-13.3837890625
What do you want to do now?,-13.3837890625
What do you do for fun?,-13.3837890625
Why can't I do this?,-13.384033203125
Can I help you with something?,-13.38427734375
"See, I told you!",-13.384521484375
Who doesn't?,-13.384765625
What are you going to get me?,-13.384765625
How long have you been here?,-13.384765625
How am I doing?,-13.3848876953125
Don't be afraid.,-13.3851318359375
Don't care.,-13.3851318359375
I'm O.,-13.38671875
You tell me.,-13.38671875
But that's not fair!,-13.38671875
What are you doing back there?,-13.38818359375
Are you rich?,-13.38818359375
What are you two talking about?,-13.38824462890625
Pregnant?,-13.388671875
You know what to do.,-13.3896484375
Why isn't it working?,-13.390228271484375
A guy?,-13.390625
Where is that?,-13.390625
"Ummm, what?",-13.390625
It's not your fault.,-13.390625
I love them.,-13.390625
It's summer.,-13.390625
Is this on?,-13.390625
Fuck yeah!,-13.390625
How about that?,-13.390625
I'm special.,-13.390625
Hiii!,-13.390625
Brad!,-13.390625
Yaay!,-13.390625
Drat!,-13.390625
I want it.,-13.390625
Thomas!,-13.390625
I'm right here.,-13.390625
Kitty!,-13.390625
You promise?,-13.390625
"Help, help!",-13.390625
I have a dream.,-13.390625
What are you here for?,-13.39111328125
Aargh!,-13.39111328125
Did you get that?,-13.3916015625
Did you see?,-13.3916015625
"Okay, that's great.",-13.3916015625
Did you eat?,-13.3916015625
"Mommy, guess what?",-13.392578125
I'm in love with you.,-13.392578125
What else do you have?,-13.392578125
"Yeah, it's okay.",-13.392578125
I want to kill myself.,-13.39453125
I cannot do this.,-13.39453125
Bonnie!,-13.39453125
Why are you so late?,-13.39453125
This is fantastic.,-13.39453125
"Yes, I did.",-13.39453125
That's really nice.,-13.39453125
I don't get you.,-13.39453125
Why are you sitting here?,-13.39453125
"Mom, what is that?",-13.39453125
This is so much fun!,-13.39453125
What's funny?,-13.39453125
"I love you, I love you, I love you.",-13.39501953125
Can I help you with anything?,-13.39599609375
Are you real?,-13.39599609375
Why did you lie to me?,-13.39599609375
"Oh, what are you reading?",-13.396484375
What's not to like?,-13.396484375
What did you do to me?,-13.396484375
"Et tu, Brute?",-13.3968505859375
What are you doing home so early?,-13.39697265625
Can you do this for me?,-13.39697265625
Is Mr.,-13.3974609375
"Hi, I'm Dr.",-13.3974609375
Why don't you love me?,-13.398345947265625
You guys are crazy.,-13.3984375
Is that so?,-13.3984375
Nice shoes.,-13.3984375
What the heck is going on?,-13.3984375
Neat!,-13.3984375
What a great idea!,-13.3984375
You're 16.,-13.3984375
Not interested.,-13.3984375
Is it done?,-13.3984375
One more time!,-13.3984375
"Hey, what happened?",-13.3984375
I'm 23.,-13.3984375
It's Friday night.,-13.3984375
You and me?,-13.3984375
You're so sweet.,-13.3984375
Ready to go?,-13.3984375
Take a picture.,-13.3984375
"Oh, you're a writer?",-13.3984375
Screw that.,-13.3984375
Boo-yah!,-13.3994140625
"Okay, I'm done.",-13.3994140625
Are you even listening to me?,-13.39990234375
Welcome to my world.,-13.400390625
"Whoa, Mr.",-13.4013671875
Bloody hell!,-13.40185546875
"Knock, knock.",-13.402099609375
Srsly?,-13.4022216796875
On what planet?,-13.40234375
Where are the kids?,-13.40234375
"No, listen.",-13.40234375
Is this normal?,-13.40234375
That's insane.,-13.40234375
You're not the boss of me!,-13.402587890625
"Hey, can I talk to you?",-13.4033203125
"Uh, sure.",-13.404296875
I don't want to talk to you.,-13.404296875
Princess?,-13.404296875
It's not so bad.,-13.40625
"Come on, Dad.",-13.40625
You know what that is?,-13.40625
Charlotte!,-13.40625
Beat it!,-13.40625
Up!,-13.40625
"Hey, I'm hungry.",-13.40625
"Oh, I like you.",-13.40625
I hate math.,-13.40625
Try me.,-13.40625
Ten bucks?,-13.40625
"Oh, what is this?",-13.40625
Because.,-13.40625
It's all in your head.,-13.40625
I'm 25.,-13.40625
Why now?,-13.40625
How'd it go?,-13.40625
"Umm, hello?",-13.40625
There is no way.,-13.40625
"Hey, I'm here.",-13.40625
Ricky!,-13.40625
A man?,-13.40625
Good God!,-13.40625
I have a great idea.,-13.40625
What'd you do today?,-13.40625
Loser!,-13.40625
But look!,-13.40625
Are you working?,-13.40771484375
What did you do this weekend?,-13.408203125
Catch me if you can!,-13.4085693359375
"Uh, Mrs.",-13.409423828125
There they are!,-13.41015625
"OK, Mom.",-13.41015625
Is he your boyfriend?,-13.41015625
Why would you do this to me?,-13.412109375
Have you eaten yet?,-13.41259765625
Where are you calling from?,-13.4130859375
Can I go with you?,-13.4130859375
"Dad, you don't understand.",-13.41339111328125
Isn't this exciting?,-13.41339111328125
It's simple.,-13.4140625
You're so fat!,-13.4140625
What's on the menu?,-13.4140625
I'm afraid.,-13.4140625
"Uhhh, what?",-13.4140625
Twins?,-13.4140625
You did this?,-13.4140625
I'm vegan.,-13.4140625
Where are my clothes?,-13.4140625
You alright?,-13.4140625
Awwwwww!,-13.4140625
"Oh, by the way.",-13.4141845703125
"You're not from around here, are you?",-13.4154052734375
Are you home?,-13.41552734375
"Oh my god, yes!",-13.416015625
I think I love you.,-13.416015625
"No, sweetie.",-13.4161376953125
Uncle!,-13.4161376953125
You don't know anything.,-13.416259765625
Don't leave!,-13.4163818359375
"Oh, I dunno.",-13.416595458984375
I don't like this song.,-13.41796875
Where's your wife?,-13.41796875
You broke my heart.,-13.41796875
"No, I'm okay.",-13.41796875
Waaah!,-13.41796875
Do you want to do this?,-13.41796875
I don't care about you.,-13.41796875
What did he say to you?,-13.4189453125
Did you have a good time?,-13.4189453125
